Age,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade,Study_Hours_per_Week,Extracurricular_Activities,Internet_Access_at_Home,Parent_Education_Level,Family_Income_Level,Stress_Level (1-10),Sleep_Hours_per_Night
22,65,55,53,60,55,1,58,70,1,15,0,1,0,2,10,6
23,94,99,67,85,75,2,90,77,0,16,1,1,0,2,4,6
24,52,58,79,58,96,1,70,75,2,7,0,1,2,2,10,8
19,56,59,63,50,72,3,80,70,3,11,0,1,2,2,5,7
18,54,99,88,57,91,9,72,89,4,9,1,0,2,0,10,4
22,92,48,84,68,74,9,95,75,4,23,0,1,1,2,5,7
24,50,85,84,55,55,7,51,81,0,22,1,0,1,0,1,5
23,93,96,99,59,57,5,86,59,3,24,0,0,0,0,5,5
18,72,70,57,88,52,7,82,93,3,22,1,0,3,2,7,8
22,50,40,78,88,59,5,82,68,0,8,0,0,1,0,8,7
22,70,62,91,90,94,0,70,74,3,29,0,1,0,0,8,5
23,59,46,74,92,82,5,50,67,1,9,0,0,0,0,2,4
23,81,64,87,71,86,5,84,94,1,13,0,0,0,0,10,6
20,83,87,64,93,81,2,91,95,0,22,0,0,1,2,1,5
21,74,66,75,76,69,2,54,61,0,8,0,1,2,2,4,4
21,52,65,43,73,60,2,72,87,1,9,1,0,0,0,3,4
18,82,73,99,85,96,6,58,55,2,26,0,0,3,2,8,7
21,92,74,88,60,75,1,80,51,0,13,0,1,0,1,6,6
18,86,91,92,89,74,7,89,91,1,21,0,1,2,1,5,5
24,91,58,81,71,99,4,83,56,2,26,1,0,2,2,9,8
22,60,89,51,56,69,3,65,57,2,29,0,0,1,1,6,8
20,94,73,41,55,92,8,56,80,1,10,1,1,2,2,6,6
20,66,58,91,58,93,5,89,90,1,8,1,1,2,0,1,5
22,50,57,63,94,61,3,66,59,3,23,1,1,3,2,9,6
23,92,61,55,99,54,8,51,55,2,9,1,0,2,0,2,7
19,97,77,73,67,98,3,78,53,4,19,1,0,0,1,1,4
19,82,53,65,64,71,8,62,51,3,18,0,0,2,0,7,7
21,61,95,79,60,50,5,92,55,3,19,0,1,0,0,5,7
23,62,74,69,91,74,2,57,97,2,21,1,0,3,1,6,8
18,73,95,81,60,80,6,71,54,2,26,0,0,1,2,4,5
24,94,42,91,96,88,2,62,79,2,11,0,0,0,2,8,5
20,57,60,51,83,97,1,84,96,0,18,0,0,1,2,7,5
21,91,41,59,94,95,0,77,81,1,13,0,1,1,2,1,8
22,64,56,66,77,97,2,89,51,1,13,0,1,0,0,6,4
23,90,91,97,84,51,7,72,79,1,5,1,1,0,0,3,7
20,96,42,61,80,85,8,50,95,2,20,1,0,2,1,8,8
18,71,66,62,91,61,8,60,66,3,29,1,0,3,1,6,8
18,68,47,79,91,59,2,99,65,2,24,1,1,1,0,6,6
19,90,65,65,79,90,6,70,62,2,11,0,1,0,1,5,8
21,76,90,97,81,70,2,81,75,3,22,0,0,1,2,8,7
22,84,77,93,96,95,6,95,61,4,12,1,0,0,0,6,8
20,81,84,70,96,52,8,51,86,0,23,1,0,3,1,7,4
24,57,60,78,83,90,0,82,82,4,26,0,0,0,1,9,7
18,92,96,43,50,56,9,64,70,2,13,1,1,3,2,6,6
20,59,82,81,55,58,8,63,86,1,5,0,0,2,0,6,6
22,96,65,82,92,73,7,61,54,1,12,1,1,0,1,9,7
20,62,65,61,54,69,6,91,87,3,10,0,1,1,1,6,5
21,86,95,53,60,74,7,68,80,2,20,0,1,2,1,7,4
19,64,74,94,61,97,9,53,81,3,12,1,0,1,2,4,6
20,65,82,65,80,82,7,54,53,3,5,1,0,1,1,5,5
23,65,65,79,78,64,3,57,80,0,18,0,1,2,0,8,5
19,87,53,42,64,58,6,94,74,3,26,1,0,2,2,10,9
22,77,83,64,60,71,3,71,74,2,16,1,1,3,0,10,5
19,94,76,89,88,72,9,95,66,0,14,0,1,0,2,5,5
20,65,70,63,96,80,9,90,50,1,9,1,0,3,1,4,5
20,84,77,76,52,63,5,91,71,0,14,1,0,0,0,8,6
23,87,52,52,56,88,7,64,70,2,13,0,1,0,1,5,8
18,57,87,64,82,54,9,63,71,4,29,1,0,3,0,2,4
23,70,96,95,90,78,2,78,80,0,5,0,1,3,1,10,7
20,74,93,73,89,81,5,70,65,4,11,0,0,0,1,8,5
24,67,59,94,85,60,4,75,63,0,6,0,0,2,0,8,8
19,66,64,94,94,91,7,52,74,0,26,0,0,0,2,7,7
23,84,88,96,60,80,3,98,79,3,15,0,0,2,0,9,8
23,60,75,93,55,82,7,52,78,4,24,1,1,1,2,9,8
24,85,72,40,80,74,4,58,94,4,22,0,1,1,0,4,8
24,96,95,96,91,95,1,83,88,0,28,1,1,2,0,7,9
24,78,72,48,79,84,1,57,52,2,5,0,0,1,0,1,7
18,80,70,42,98,69,1,55,78,2,10,0,0,0,2,1,7
20,53,42,43,89,61,0,57,70,4,22,0,1,0,1,3,4
20,93,44,60,85,53,5,53,68,3,19,1,1,1,2,6,4
22,64,40,77,53,58,6,62,97,3,22,0,1,0,1,10,6
18,80,94,64,55,99,1,63,72,2,19,1,0,1,1,8,7
22,98,64,41,89,70,6,74,85,3,19,1,1,0,0,5,5
22,79,68,68,59,94,5,71,98,0,28,0,1,0,0,3,5
22,86,90,66,51,58,1,73,57,0,28,1,1,2,1,2,7
21,72,76,85,95,71,4,80,52,4,5,0,0,1,2,10,5
22,53,76,56,94,98,7,61,65,1,15,1,0,0,0,8,6
23,89,57,53,60,54,0,56,52,2,17,0,1,0,1,9,6
19,51,90,55,89,79,1,93,55,2,13,0,0,0,0,7,8
23,85,49,58,52,95,9,81,99,1,6,1,0,2,2,6,6
23,51,43,75,64,97,7,53,98,3,16,0,1,2,0,10,5
20,93,51,68,81,92,4,98,84,0,29,0,0,0,1,2,4
21,57,56,60,88,92,6,84,87,0,6,1,0,0,1,2,5
22,75,56,62,50,82,8,57,57,2,25,0,1,2,0,6,5
20,79,80,62,66,61,8,98,79,2,9,0,1,0,2,9,7
18,72,53,98,60,86,3,68,57,3,19,0,1,3,2,9,7
18,67,80,53,99,98,4,99,68,3,14,0,0,0,1,9,7
20,73,45,89,83,76,6,55,67,2,13,0,1,3,0,3,7
19,65,48,82,70,63,0,58,80,3,26,0,1,2,1,3,6
20,71,70,40,53,78,9,82,53,1,29,1,0,2,2,9,8
20,67,95,99,79,84,4,51,55,0,14,0,0,2,0,5,8
21,78,91,85,82,60,3,50,80,2,21,1,0,1,2,3,5
18,61,98,80,90,85,9,89,81,1,18,1,0,1,1,7,6
18,99,79,64,64,79,1,58,66,1,6,0,0,1,0,6,5
22,75,80,73,99,80,0,95,57,4,6,0,0,2,2,10,7
23,59,77,55,71,65,6,71,94,2,24,0,0,0,0,3,5
20,73,77,42,64,57,3,93,52,4,14,0,0,2,0,6,7
20,93,48,90,67,81,7,70,85,1,12,1,0,3,2,10,5
19,51,72,93,75,79,0,76,57,2,29,1,1,0,1,9,4
24,83,63,49,96,66,3,65,81,4,7,1,0,3,2,2,4
24,77,66,87,86,64,2,82,83,0,11,0,1,0,2,5,9
18,58,71,84,78,67,7,65,90,2,26,1,0,3,0,10,5
19,90,47,50,58,74,2,61,69,4,15,0,1,0,0,5,8
21,68,61,65,57,98,4,54,51,3,19,0,0,0,2,6,8
22,64,43,65,75,88,8,52,90,2,6,0,1,0,2,2,5
19,91,98,85,86,92,9,65,72,3,28,0,0,2,1,6,6
18,81,47,90,87,75,7,86,92,2,8,1,0,3,0,1,8
21,94,55,45,61,76,4,60,88,4,10,0,1,1,2,10,7
20,81,93,73,55,60,5,64,74,4,8,1,1,0,1,7,5
21,87,68,85,69,86,6,95,99,2,17,0,0,3,0,1,8
23,91,48,87,95,71,8,81,73,1,25,0,0,0,1,2,5
19,52,63,48,77,87,8,95,84,4,11,0,0,1,2,4,5
18,88,46,71,66,70,9,95,83,2,8,0,0,1,0,5,4
19,80,52,91,66,55,8,53,75,2,15,1,0,1,1,10,7
20,53,43,59,56,58,1,97,79,0,29,1,0,1,2,1,4
24,75,66,65,73,90,7,52,89,3,5,1,0,1,1,1,8
20,54,88,88,89,62,8,96,78,0,17,1,0,2,1,5,5
18,86,75,45,98,63,8,77,72,3,21,0,1,0,2,6,5
23,77,76,91,75,96,9,76,83,3,25,1,1,1,0,3,8
22,97,52,58,58,82,5,85,51,0,23,0,1,3,2,5,8
21,59,60,40,84,55,6,93,55,1,6,1,0,3,0,2,6
21,80,90,54,87,57,0,80,56,2,16,1,0,1,1,8,6
20,60,45,45,53,63,5,71,71,4,7,1,1,0,1,3,7
19,80,91,45,92,79,4,55,93,2,20,1,1,1,2,3,7
24,86,69,81,91,87,9,89,82,0,6,1,0,2,1,9,6
19,86,90,52,73,63,9,56,98,1,6,1,0,0,1,4,8
23,90,59,96,78,93,7,86,52,4,12,0,0,3,0,10,8
22,92,60,70,85,55,0,76,86,4,28,1,1,1,2,3,8
19,53,85,67,83,60,4,69,65,1,22,0,1,0,0,5,5
21,67,87,66,50,98,6,80,51,4,5,1,1,0,2,6,5
24,84,53,81,56,56,0,88,91,4,12,0,0,1,1,10,4
19,74,98,67,58,94,2,97,58,1,5,0,0,0,1,1,8
24,59,45,47,87,85,8,63,60,0,12,1,1,3,2,7,4
22,77,44,92,72,53,1,97,67,0,22,0,0,1,2,4,4
21,70,75,65,77,74,0,98,89,4,24,1,1,0,2,9,8
24,69,83,44,88,75,5,90,81,0,25,1,1,1,1,2,4
19,90,97,71,67,96,9,94,63,0,27,0,0,3,0,2,4
21,70,64,78,87,71,8,84,58,4,14,0,0,1,1,10,8
20,51,41,56,72,72,9,51,55,4,26,1,0,1,1,2,5
20,52,76,88,68,55,7,78,57,0,23,0,0,1,1,10,8
23,92,57,80,66,81,4,87,93,3,18,1,1,2,2,10,5
20,98,65,79,98,60,9,97,96,1,28,0,1,2,1,8,5
19,84,69,65,88,53,4,78,98,0,28,0,1,3,0,2,4
22,68,43,97,51,99,3,89,91,0,27,1,1,0,2,4,8
21,96,69,56,97,63,4,85,94,3,10,0,0,1,1,10,7
24,83,65,74,88,57,8,64,90,2,10,1,1,1,1,1,5
18,92,82,58,57,84,9,57,97,2,27,1,1,2,1,4,7
20,88,78,84,53,91,3,87,92,1,14,1,1,0,1,6,4
20,68,51,42,65,53,4,61,73,4,24,1,1,2,2,6,6
18,73,52,42,81,55,8,62,66,0,22,1,0,0,2,3,5
24,59,55,88,80,54,0,82,79,3,24,0,1,1,2,9,8
24,64,50,66,63,52,7,89,80,4,5,1,0,1,2,5,6
18,88,79,60,72,82,4,79,78,4,15,1,0,3,2,9,8
24,94,99,76,60,79,3,94,85,2,26,0,1,0,1,2,6
19,86,79,82,52,83,4,60,84,0,17,0,0,3,2,3,6
24,73,76,52,75,75,4,62,54,1,22,0,0,0,1,7,7
21,54,64,51,67,90,7,81,64,3,23,1,1,0,0,5,7
24,52,58,97,77,77,9,91,94,0,8,0,1,0,0,9,4
20,68,94,75,97,95,4,76,79,4,8,0,0,0,1,2,6
22,73,98,63,57,74,8,50,66,4,23,1,1,3,1,9,7
19,80,69,88,50,89,7,83,92,1,6,1,0,1,2,8,6
19,50,57,71,53,70,3,90,62,2,13,0,0,1,2,5,4
24,99,86,54,73,71,5,63,70,1,28,0,1,3,0,1,4
22,68,47,52,85,92,6,52,63,1,19,0,1,2,0,10,8
22,92,85,63,79,55,0,75,93,0,27,0,1,0,1,1,5
23,76,89,91,74,78,3,52,86,2,12,1,1,0,0,7,4
22,56,47,43,67,86,9,70,73,4,20,0,0,3,1,2,5
24,89,98,53,65,87,6,50,96,2,12,0,0,0,1,1,4
24,85,99,93,68,79,3,61,96,0,7,1,0,0,0,3,4
18,76,96,47,80,72,2,69,85,0,29,1,0,0,1,2,8
20,75,69,77,58,63,2,55,94,1,9,0,1,3,1,3,5
23,54,54,52,88,95,4,55,85,0,9,0,0,1,1,9,6
24,82,74,76,78,68,1,91,81,2,26,0,0,2,1,9,8
18,95,65,62,63,89,1,52,71,1,25,1,0,2,2,9,8
23,54,52,46,75,51,3,84,63,1,29,1,0,3,0,6,7
20,63,65,74,98,61,6,90,53,1,6,0,1,0,0,3,8
23,95,79,80,51,67,1,56,90,2,7,1,1,2,1,6,6
18,64,44,80,59,83,0,59,56,1,16,0,1,2,0,3,7
21,82,60,78,72,65,0,82,70,3,19,0,0,0,0,8,8
24,76,41,70,81,52,2,65,61,3,6,0,0,3,2,5,4
20,79,84,71,60,58,1,73,72,2,9,1,1,1,2,2,5
19,70,78,78,96,62,5,91,65,4,22,0,1,3,2,5,7
20,65,43,81,82,58,4,56,91,4,21,1,0,3,2,3,5
20,52,97,79,93,60,3,80,98,1,7,1,0,2,2,2,4
20,87,41,75,66,88,8,97,97,2,28,1,0,0,1,10,8
21,87,75,49,91,70,5,52,81,1,11,0,0,3,0,10,4
24,83,86,52,68,70,0,53,98,1,27,1,0,1,2,8,5
18,82,87,55,62,98,2,77,70,3,28,0,1,0,2,9,8
24,62,42,95,95,72,9,98,76,0,17,1,1,0,0,3,5
19,51,94,85,54,96,9,61,62,2,15,0,1,1,1,10,8
18,90,95,73,97,64,2,66,94,0,12,1,1,1,0,4,6
23,74,73,55,72,70,1,54,58,3,25,1,0,1,2,7,8
23,65,68,46,99,69,4,68,80,0,9,1,0,3,1,7,8
23,55,42,93,76,77,4,52,89,3,20,1,0,0,1,2,6
18,53,73,93,87,79,4,69,79,4,19,0,1,0,1,1,8
22,67,64,46,50,62,5,77,53,3,11,1,1,0,0,3,7
21,90,86,87,74,89,2,98,80,2,29,0,0,0,0,2,6
22,95,64,66,86,74,1,90,88,4,26,1,1,0,0,8,6
24,94,81,59,89,50,5,91,59,1,5,0,0,3,2,5,4
23,96,46,84,57,79,9,61,86,2,15,0,0,3,1,9,8
21,95,47,76,70,89,1,54,93,2,14,1,1,1,2,7,5
18,76,48,86,70,62,7,80,99,2,27,1,1,3,1,1,5
23,60,42,44,55,51,4,76,70,0,11,1,0,0,1,6,7
18,89,72,59,72,90,2,75,51,0,30,0,1,0,1,4,5
21,60,87,59,90,98,8,55,70,1,10,0,1,2,1,10,6
18,63,76,59,65,53,4,74,83,0,11,1,1,2,1,1,6
18,61,74,70,71,96,5,57,94,2,21,1,1,3,1,2,6
19,75,80,56,98,67,4,71,96,3,9,0,1,2,1,1,5
24,66,60,66,51,97,0,53,95,1,27,0,1,3,0,10,8
22,57,61,62,79,82,5,92,82,1,7,1,1,1,0,5,7
22,72,58,84,87,94,4,50,84,2,29,1,1,1,2,5,5
22,93,82,76,88,89,0,96,50,4,26,1,1,2,1,4,4
20,78,49,79,85,51,5,93,68,0,26,0,0,3,2,1,6
19,93,40,52,86,53,0,87,95,4,15,0,1,2,0,1,6
23,59,75,59,52,76,2,99,84,2,17,0,0,0,2,7,8
23,58,96,41,76,56,7,52,73,4,16,1,0,3,2,10,5
23,78,76,46,89,73,0,82,55,2,29,0,0,0,1,9,8
22,73,86,55,54,97,6,92,62,0,5,1,1,0,2,7,7
24,83,80,43,50,64,9,56,77,0,14,1,1,3,2,4,6
22,89,69,76,90,74,1,79,94,1,29,1,1,2,2,4,8
24,87,83,99,85,69,4,69,54,4,14,1,0,2,0,9,8
19,97,89,46,70,81,5,71,57,4,15,0,1,2,1,6,7
24,69,53,89,97,59,4,95,82,4,20,0,0,3,1,10,4
18,60,60,47,88,63,6,76,64,4,27,1,1,2,1,2,4
22,77,53,80,98,92,4,54,58,3,12,0,1,3,1,1,7
23,55,67,78,96,90,1,96,58,1,28,0,1,3,0,6,5
18,64,93,94,74,89,0,59,74,1,12,1,0,2,1,1,6
22,60,60,46,87,88,7,94,79,3,25,0,0,1,2,3,6
21,69,62,58,83,72,2,98,95,4,11,0,1,1,0,6,6
20,55,91,45,90,86,8,93,76,3,6,0,1,0,2,5,6
22,51,70,64,89,69,7,83,84,4,25,1,0,3,0,9,5
21,82,72,94,57,55,0,87,59,3,16,1,0,2,1,6,5
19,80,91,86,61,69,2,84,85,1,14,0,1,2,1,3,6
21,85,69,83,63,57,2,73,82,3,15,1,0,2,0,10,6
19,83,80,71,90,69,5,63,60,2,20,0,0,1,1,4,5
22,55,45,93,90,64,8,64,83,4,11,1,1,0,0,5,4
19,64,50,66,74,79,0,86,60,3,10,0,1,3,1,4,5
21,56,64,48,79,68,2,81,79,4,17,1,1,0,0,3,6
24,92,69,90,91,85,3,79,83,0,5,0,1,0,1,9,6
20,87,97,56,65,75,1,82,84,4,21,1,0,0,1,9,4
18,60,98,43,52,95,5,88,95,3,25,1,1,3,0,5,7
18,67,91,47,74,54,4,87,97,4,23,1,0,3,2,1,6
20,98,58,76,95,84,3,55,90,2,16,0,1,0,1,1,7
23,79,97,76,89,83,5,68,93,2,19,0,0,0,0,7,8
18,90,81,55,68,97,3,63,50,3,5,1,1,2,1,3,5
22,63,63,83,53,68,3,76,68,3,27,0,0,0,1,8,5
23,60,82,86,81,65,2,53,51,4,19,0,1,1,2,6,7
22,89,40,95,91,58,5,88,61,1,12,1,1,3,0,6,8
21,84,48,75,83,63,4,55,69,2,12,0,1,0,2,6,6
21,84,89,86,71,75,1,63,93,2,21,1,1,0,1,6,4
23,77,78,85,56,91,0,89,75,0,19,0,1,0,0,3,8
23,78,61,55,95,64,1,52,82,0,9,0,1,0,2,6,6
23,86,70,58,63,57,0,83,68,1,15,1,1,0,0,3,6
23,63,94,68,61,63,4,96,80,2,21,0,1,2,1,5,6
19,67,77,41,90,55,2,80,90,3,12,1,0,3,1,1,5
24,93,63,57,99,96,4,85,65,2,17,0,1,0,2,2,7
23,65,47,68,83,93,3,89,96,3,11,0,0,0,1,2,7
24,77,57,46,81,65,5,61,60,3,6,0,1,3,0,9,8
23,85,98,47,65,62,7,79,95,1,14,0,1,1,1,5,5
21,100,66,67,51,95,4,65,51,2,23,1,1,2,2,1,7
22,71,68,83,59,50,0,62,77,4,10,1,0,2,1,2,6
24,71,69,90,79,80,0,59,99,2,23,0,0,0,2,6,8
21,92,93,72,57,95,2,79,80,2,21,0,0,2,2,6,4
18,90,76,68,94,75,4,89,77,0,17,1,0,0,2,2,7
19,86,81,63,59,50,0,93,84,1,29,0,0,1,2,3,7
19,73,63,51,76,60,3,71,64,4,27,1,1,3,0,4,7
22,66,41,48,75,96,8,68,52,4,19,1,0,0,2,10,8
23,80,95,87,80,50,0,84,62,4,18,0,0,0,0,1,6
21,93,96,67,66,69,9,89,58,3,11,1,0,2,0,10,7
18,94,96,87,93,89,8,62,96,1,28,0,0,0,0,2,7
21,55,96,82,72,91,8,64,92,0,27,1,0,1,1,7,4
23,71,88,51,85,73,8,76,65,3,23,0,0,3,2,6,4
23,73,81,70,81,61,0,72,91,4,8,0,0,0,2,5,5
20,98,90,66,55,79,1,85,60,3,22,1,1,2,1,8,7
21,83,76,65,81,63,1,75,59,3,11,1,0,0,2,3,4
22,70,48,72,77,62,1,55,88,4,9,1,0,0,1,8,7
21,51,63,98,94,90,3,58,66,4,24,1,1,0,2,5,5
19,78,98,88,94,57,8,95,53,0,29,0,1,3,0,9,6
18,54,61,94,57,50,2,61,86,1,7,0,1,0,0,9,5
24,91,92,41,54,66,2,52,99,2,9,1,1,3,0,7,4
22,87,45,48,64,74,6,86,78,2,10,1,0,2,2,3,5
20,73,60,45,99,85,0,84,63,2,29,0,0,0,0,4,8
18,71,61,55,51,89,3,80,68,0,22,0,0,1,1,6,5
18,94,43,66,83,83,2,75,82,3,22,1,0,1,2,1,4
24,64,47,78,80,81,8,98,85,4,17,0,1,3,2,2,8
19,62,51,70,82,83,5,55,94,1,18,1,0,3,2,6,6
19,96,90,94,60,63,6,75,95,2,12,0,0,3,0,9,7
19,90,43,96,61,69,1,78,93,1,8,0,0,1,0,4,8
22,91,57,49,71,80,9,51,82,1,24,0,0,1,1,3,7
21,59,40,91,54,53,3,70,72,4,16,0,0,0,1,8,8
18,57,81,68,53,64,7,89,83,0,11,0,0,0,2,7,6
21,51,77,67,54,70,9,73,83,4,20,0,1,3,1,2,7
21,61,78,87,78,76,5,93,60,0,10,0,1,0,2,10,8
19,88,62,45,69,74,5,82,75,3,17,1,0,0,0,4,8
21,62,52,92,64,85,1,88,60,1,9,0,1,1,0,10,7
18,86,83,80,65,73,3,90,94,2,24,0,1,2,2,6,4
18,62,88,92,60,95,8,84,66,1,13,1,0,0,0,2,8
23,69,48,99,70,69,1,87,90,4,16,1,1,1,0,6,5
20,99,69,71,60,76,9,84,68,0,23,1,1,0,0,9,5
22,62,54,45,84,50,6,77,88,3,21,0,1,2,2,4,4
21,68,50,49,56,65,4,78,61,3,15,1,0,3,1,10,4
22,65,84,59,97,93,5,59,88,0,6,0,0,0,2,7,8
22,55,72,46,54,66,1,91,58,0,28,1,1,2,2,9,4
22,74,52,88,97,62,2,65,74,0,5,1,0,2,0,8,4
24,68,58,57,91,77,2,76,55,3,23,0,0,0,0,2,4
23,84,98,98,84,53,3,62,76,1,28,1,0,0,1,9,5
22,90,90,82,95,76,9,84,91,1,12,0,0,0,2,8,7
23,77,92,50,56,65,3,98,87,3,6,0,0,0,1,5,7
18,51,67,68,58,69,5,90,52,2,11,0,1,3,1,9,7
24,80,77,68,62,89,1,80,74,4,12,0,0,1,2,6,7
21,52,62,69,62,83,7,78,92,3,16,0,1,0,1,9,4
23,80,44,72,65,72,5,74,82,2,18,1,0,3,2,9,7
20,84,64,41,78,78,4,60,52,4,23,1,0,0,2,3,7
22,59,75,81,51,88,9,67,66,1,27,1,1,2,1,7,4
24,90,57,69,69,87,8,70,77,0,16,1,1,3,1,4,6
20,95,90,87,62,59,6,97,58,4,23,1,1,0,2,4,4
18,90,49,88,80,65,9,71,84,0,8,0,1,0,0,7,5
18,65,62,53,99,67,5,79,81,2,13,0,0,3,0,6,6
19,79,47,42,75,59,8,96,60,3,8,0,1,2,2,4,4
22,95,64,82,71,50,4,75,77,3,22,0,0,2,0,5,4
19,66,42,98,68,58,0,62,90,0,27,0,0,2,1,6,4
24,91,56,66,89,90,9,69,68,4,27,1,1,1,1,4,4
20,50,64,55,53,77,1,68,62,4,13,0,1,2,0,8,4
21,50,68,49,97,67,2,85,85,2,10,0,1,0,0,4,7
19,87,72,57,70,80,1,64,53,3,11,0,0,0,2,10,4
18,88,56,59,65,86,3,86,91,0,12,0,1,0,1,4,8
22,89,71,65,98,67,2,94,97,1,7,1,0,0,0,10,8
20,96,70,79,96,73,6,66,98,3,8,1,1,2,0,10,7
23,55,58,56,82,53,9,56,71,3,10,1,1,0,0,1,4
24,61,89,43,50,79,0,81,81,2,5,0,0,0,0,6,8
24,95,72,62,87,67,7,68,92,3,6,1,0,2,1,1,6
18,58,59,91,66,71,1,76,61,2,22,0,1,1,2,9,4
23,84,96,69,69,71,0,81,51,2,20,0,0,0,1,5,7
24,76,90,97,57,81,6,70,69,1,28,1,1,2,2,2,5
21,54,98,70,76,78,8,96,94,4,15,0,1,2,0,9,6
22,64,81,56,87,71,1,69,75,3,16,0,0,0,0,8,7
21,76,62,51,63,50,3,65,76,2,6,1,1,2,2,4,4
24,92,56,81,96,81,1,94,84,2,8,1,0,3,0,3,4
21,85,79,72,59,93,9,56,78,4,22,1,0,3,1,4,8
24,81,98,76,53,88,2,56,52,4,10,1,1,1,2,10,7
22,74,77,85,82,99,4,96,78,2,24,1,1,0,0,4,5
22,64,92,83,92,56,8,60,82,3,22,1,0,3,0,9,6
23,55,59,42,97,61,5,57,82,3,23,1,0,3,0,6,4
21,70,64,88,88,76,9,76,86,3,22,1,1,1,2,4,8
20,51,94,71,59,61,9,52,76,4,22,0,1,3,1,2,6
23,60,85,63,98,51,4,81,95,3,18,0,1,3,1,9,8
22,71,98,72,95,70,5,72,73,3,22,1,1,0,0,7,8
18,70,86,76,58,64,2,82,75,3,18,1,1,1,2,5,8
24,52,66,48,77,63,9,64,89,4,10,0,0,2,2,2,4
23,79,71,65,77,97,2,95,91,0,10,1,0,2,2,1,8
19,77,94,60,72,61,7,63,82,0,15,1,0,0,0,7,5
20,53,73,61,99,56,3,81,56,3,5,0,0,0,1,3,5
24,97,55,45,52,56,3,97,66,0,27,1,0,3,2,8,4
23,54,66,49,81,90,1,70,51,3,11,0,0,3,1,4,7
22,92,70,49,60,85,5,58,64,4,6,0,1,2,2,5,7
22,50,45,62,76,56,2,53,78,3,15,0,0,1,2,3,7
20,94,84,93,88,60,1,98,90,1,25,0,1,0,1,7,8
19,50,46,52,62,87,2,88,79,2,14,1,0,0,2,4,6
23,87,64,64,69,63,2,95,51,4,11,0,0,3,1,1,6
23,68,88,58,97,99,5,84,62,1,18,1,0,0,2,5,7
21,86,68,87,88,77,3,67,78,1,19,1,1,2,1,2,7
18,70,90,43,78,59,0,56,85,2,24,0,0,1,0,7,6
22,53,60,51,61,92,5,96,93,1,25,1,0,2,2,2,8
23,88,97,52,71,65,7,74,98,2,22,0,1,0,2,4,4
23,53,52,99,88,64,5,69,94,3,5,0,1,1,1,2,7
24,96,42,74,91,66,9,78,73,4,5,0,0,0,1,7,5
24,52,92,48,62,88,0,55,87,4,29,1,0,0,1,3,6
23,73,85,56,83,58,8,65,62,4,11,0,1,1,1,2,8
19,86,53,50,54,69,5,81,53,2,12,0,0,0,0,2,5
18,69,99,47,51,51,5,55,52,2,23,1,1,0,2,2,8
23,60,70,87,77,91,5,56,62,1,19,0,1,3,2,6,6
20,87,97,69,61,67,3,75,51,4,16,0,1,1,2,8,7
22,89,70,77,53,62,3,81,92,1,7,1,1,2,0,7,7
21,96,68,59,86,78,6,59,74,3,7,1,0,2,1,10,5
24,68,66,73,74,85,0,51,90,1,22,0,0,3,0,1,8
20,75,60,55,89,90,5,97,96,4,8,1,0,2,2,3,4
22,68,72,58,83,67,7,51,99,2,15,0,0,3,2,8,7
24,62,67,79,86,90,3,50,96,1,23,1,1,0,1,8,8
19,87,42,49,65,73,2,66,85,1,28,0,1,2,1,9,4
24,66,55,77,63,55,2,61,72,2,26,1,0,2,0,7,6
18,71,52,91,80,92,0,78,79,2,26,0,1,0,2,5,5
18,70,92,47,60,77,0,94,90,4,14,1,1,2,0,3,5
22,85,75,93,90,80,1,74,94,3,28,1,0,2,2,8,5
20,95,85,44,76,96,0,88,97,4,22,0,0,0,1,5,8
21,83,97,60,61,77,2,95,86,1,27,0,0,0,1,5,6
19,73,78,76,81,50,3,59,77,4,7,0,1,0,2,8,5
22,88,98,73,97,93,9,74,98,4,6,0,1,2,1,8,8
19,82,58,45,54,64,9,82,97,2,15,1,0,3,2,8,5
18,53,51,87,55,75,1,66,73,3,25,0,0,3,1,4,7
23,54,64,98,92,60,2,86,82,3,15,1,1,1,1,3,6
23,51,68,50,55,64,4,85,90,4,27,1,1,1,0,6,7
21,72,93,93,51,84,1,71,71,2,10,1,0,2,1,5,4
19,91,73,73,67,71,5,54,91,2,6,0,0,2,2,10,7
22,65,57,96,73,81,3,50,55,1,24,0,1,3,2,5,8
21,69,84,50,78,91,3,68,74,0,20,0,1,0,2,5,4
24,95,70,87,75,67,8,54,74,1,16,0,1,1,0,3,5
24,91,49,43,95,78,8,89,84,1,26,1,0,3,2,7,8
20,83,74,92,88,88,9,66,55,1,25,0,1,2,0,5,5
23,63,94,80,99,85,2,83,55,0,13,1,1,1,0,4,4
22,55,90,62,73,76,8,67,95,2,25,1,1,1,1,4,4
19,50,75,51,54,69,5,89,65,2,13,1,1,1,1,7,5
21,55,62,88,97,70,5,94,66,3,20,1,1,2,0,1,6
22,64,45,76,50,71,8,91,88,3,9,1,1,3,2,8,5
21,77,68,61,88,67,9,74,70,4,11,1,1,0,0,1,5
21,53,85,66,51,84,7,54,91,4,16,0,0,2,1,6,8
21,56,61,89,88,56,3,68,70,4,12,1,0,1,0,4,7
19,59,54,60,96,98,4,71,88,3,8,1,0,0,2,7,5
